prodid,brand,name,size,current_price,full_price,raw_description
6314216,Jed's,No.5 Extra Strong Coffee Beans,1kg,35.0,50.0,JED'S NO.5 EXTRA STRONG COFFEE BEANS 1KG
6314227,Jed's,No.x Extreme Coffee Beans,1kg,35.0,50.0,JED'S NO.X EXTREME COFFEE BEANS 1KG
6322509,Pine O Cleen,Pomegranate Floor Disinfectant Liquid,1.5L,7.0,10.0,PINE O CLEEN POMEGRANATE FLOOR CLEANER 1.5L
6347292,Thankyou,Universal Cleaner Fragrance Free Refill,1L,7.95,15.95,THANKYOU UNIVERSAL CLEANER FRAGRANCE FREE REFILL 1L
6347372,Thankyou,Forever Bottle White Aluminium Trigger Spray,500mL,8.95,17.95,THANKYOU FOREVER BOTTLE WHITE ALUMINIUM TRIGGER SPRAY 500ML
6358073,Thankyou,Hand & Body Wash Botanical Sweet Orange & Almond Refill,3L,34.95,44.95,THANKYOU HAND & BODY WASH BOTANICAL SWEET ORANGE & ALMOND REFILL 3LITRE
6362730,Pampas,Butter Puff Frozen Pastry,550g,6.0,6.6,PAMPAS BUTTER PUFF FROZEN PASTRY 550G
6379437,Coles,Stone Baked Mini Fruit Sourdough Pana Di Casa,1 each,2.5,3.25,COLES STONE BAKED MINI FRUIT SOURDOUGH PANE DI CASA
6387672,Bosistos,Wattle Seed & Orange Hand Wash,500mL,6.5,9.0,BOSISTOS WATTLE SEED & ORANGE HAND WASH 500ML
6438580,Bosistos,Hand Wash Rosella Flower & Rosehip,500mL,6.5,9.0,BOSISTOS HAND WASH ROSELLA FLOWER & ROSEHIP 500ML
6485081,Oakwood,Shoe Gel Cleaner,120mL,4.8,6.0,OAKWOOD SHOE GEL CLEANER 120ML
6495562,Nighty Night,Effervescent Sleep Elderberry,14 pack,11.0,20.0,NIGHTY NIGHT EFFERVESCENT SLEEP ELDERBERRY 14PK
6496408,Coco Earth,Gummies Ashwagandha,60 pack,12.0,19.0,COCO EARTH GUMMIES ASHWAGANDHA 60PK
6497218,HB,Belly Me Shot Probiotic + Digest Cleanse,60mL,3.0,4.9,HB BELLY ME SHOT PROBIOTIC + DIGEST CLEANSE 60ML
6497229,HB,Belly Me Shot Probiotic + Instant Lax,60mL,3.0,4.9,HB BELLY ME SHOT PROBIOTIC + INSTANT LAX 60ML
6497230,HB,Belly Me Shot Probiotic + Stress Away,60mL,3.0,4.9,HB BELLY ME SHOT PROBITOIC + STRESS AWAY 60ML
6497240,HB,Belly Me Shot Probiotic + Sleep Well,60mL,3.0,4.9,HB BELLY ME SHOT PROBIOTIC + SLEEP WELL 60ML
6507311,Batiste,Overnight Deep Cleanse Dry Shampoo,200mL,10.0,14.0,BATISTE OVERNIGHT DEEP CLEANSE DRY SHAMPOO 200ML
6507322,Batiste,Divine Dark Dry Shampoo,350mL,15.0,19.0,BATISTE DIVINE DARK DRY SHAMPOO 350ML
6557841,McCain,Frozen Healthy Choice Lemon Chicken,350g,4.5,5.0,MCCAIN HEALTHY CHOICE TRAY:CHICKEN LEMON:.:350 GRAM
6576788,Mainland,Cheese Slices Extra Tasty,210g,6.0,7.0,MAINLAND CHEESE SLICES EXTRA TASTY 210G
6581201,South Cape,Apricot & Almond Cream Cheese,200g,5.9,6.5,SOUTH CAPE CHEESE CREAM:APRICOT ALMOND:.:200 GRAM
6581256,South Cape,Spring Onion & Chive Cream Cheese,200g,5.9,6.5,SOUTH CAPE CHEESE CREAM:ONION CHIVES:.:200 GRAM
6632528,Steggles,Chicken Fingers Original,400g,6.0,8.5,STEGGLES CHICKEN FINGERS:ORIGINAL:.:400GRAM
6677184,Bertocchi,Hot Soppressa Salami From The Deli,approx. 125g,4.25,4.88,BERTOCCHI HOT SOPPRESSA FROM THE DELI
6677242,Bertocchi,Mild Soppressa Salami,approx. 125g,4.25,4.88,BERTOCCHI MILD SOPPRESSA FROM THE DELI
6706012,Liddells,Lactose Free Full Cream Milk,1L,2.7,3.0,LIDDELLS MILK LACTOSE FREE:REGULAR:.:1 LITRE
6733423,Yumis,Traditional Hommus,500g,5.8,6.5,YUMIS TRADITIONAL HOMMUS 500G
6736931,Black Swan,Dip Chunky Basil Pesto & Cashew,150g,4.2,5.0,BLACK SWAN DIP CHUNKY BASIL PESTO & CASHEW 150G
6736942,Black Swan,Dip Chunky Spicy Chargrilled Capsicum & Cashew,150g,4.2,5.0,BLACK SWAN DIP CHUNKY SPICY CHARGRILLED CAPSICUM & CASHEW 150G
6736953,Black Swan,Dip Chunky Sweet Potato & Cashews,150g,4.2,5.0,BLACK SWAN DIP CHUNKY SWEET POTATO & CASHEWS 150G
6738846,Always Fresh,Deli Style Whole Balsamic Kalamata Olives,240g,4.8,6.0,ALWAYS FRESH DELI STYLE WHOLE BALSAMIC KALAMATA OLIVES 240G
